"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 23 20:10:55 EET 2024","Mon Dec 23 20:11:02 EET 2024","7621","DemoAutomationSuite","DemoAutomationTest","DemoTask","DemoTask","loginWithEmptyData","loginWithEmptyData",""
